"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Albania","Electricity - net production","1993","Kilowatt-hours, million","3314",""
"Albania","Electricity - net production","1992","Kilowatt-hours, million","3187",""
"Albania","Electricity - net production","1991","Kilowatt-hours, million","3582",""
"Albania","Electricity - net production","1990","Kilowatt-hours, million","3197",""
"Algeria","Electricity - net production","2018","Kilowatt-hours, million","68962",""
"Algeria","Electricity - net production","2017","Kilowatt-hours, million","68545",""
"Algeria","Electricity - net production","2016","Kilowatt-hours, million","64032",""
"Algeria","Electricity - net production","2015","Kilowatt-hours, million","62212",""
"Algeria","Electricity - net production","2014","Kilowatt-hours, million","57693",""
"Algeria","Electricity - net production","2013","Kilowatt-hours, million","55017",""
"Algeria","Electricity - net production","2012","Kilowatt-hours, million","52644",""
"Algeria","Electricity - net production","2011","Kilowatt-hours, million","46682",""
"Algeria","Electricity - net production","2010","Kilowatt-hours, million","43229",""
"Algeria","Electricity - net production","2009","Kilowatt-hours, million","36368",""
"Algeria","Electricity - net production","2008","Kilowatt-hours, million","37876",""
"Algeria","Electricity - net production","2007","Kilowatt-hours, million","34449",""
"Algeria","Electricity - net production","2006","Kilowatt-hours, million","32684",""
"Algeria","Electricity - net production","2005","Kilowatt-hours, million","31156",""
"Algeria","Electricity - net production","2004","Kilowatt-hours, million","29573",""
"Algeria","Electricity - net production","2003","Kilowatt-hours, million","27356",""
"Algeria","Electricity - net production","2002","Kilowatt-hours, million","25564",""
"Algeria","Electricity - net production","2001","Kilowatt-hours, million","24446",""
"Algeria","Electricity - net production","2000","Kilowatt-hours, million","23238",""
"Algeria","Electricity - net production","1999","Kilowatt-hours, million","22636",""
"Algeria","Electricity - net production","1998","Kilowatt-hours, million","21617",""
"Algeria","Electricity - net production","1997","Kilowatt-hours, million","20051",""
"Algeria","Electricity - net production","1996","Kilowatt-hours, million","19401",""
"Algeria","Electricity - net production","1995","Kilowatt-hours, million","18485",""
"Algeria","Electricity - net production","1994","Kilowatt-hours, million","18594",""
"Algeria","Electricity - net production","1993","Kilowatt-hours, million","18176",""
"Algeria","Electricity - net production","1992","Kilowatt-hours, million","17118",""
"Algeria","Electricity - net production","1991","Kilowatt-hours, million","16155",""
"Algeria","Electricity - net production","1990","Kilowatt-hours, million","14966",""
"American Samoa","Electricity - net production","2019","Kilowatt-hours, million","160.5","1"
"American Samoa","Electricity - net production","2018","Kilowatt-hours, million","160.5","1"
"American Samoa","Electricity - net production","2017","Kilowatt-hours, million","158.653",""
"American Samoa","Electricity - net production","2016","Kilowatt-hours, million","161.242",""
"American Samoa","Electricity - net production","2015","Kilowatt-hours, million","153.972",""
"American Samoa","Electricity - net production","2014","Kilowatt-hours, million","148.725",""
"American Samoa","Electricity - net production","2013","Kilowatt-hours, million","149.479",""
"American Samoa","Electricity - net production","2012","Kilowatt-hours, million","148.9",""
"American Samoa","Electricity - net production","2011","Kilowatt-hours, million","148.4",""
"American Samoa","Electricity - net production","2010","Kilowatt-hours, million","154",""
"American Samoa","Electricity - net production","2009","Kilowatt-hours, million","171.5",""
"American Samoa","Electricity - net production","2008","Kilowatt-hours, million","181.5",""
"American Samoa","Electricity - net production","2007","Kilowatt-hours, million","177.9",""
"American Samoa","Electricity - net production","2006","Kilowatt-hours, million","181.3",""
"American Samoa","Electricity - net production","2005","Kilowatt-hours, million","181.7",""
"American Samoa","Electricity - net production","2004","Kilowatt-hours, million","180.8",""
"American Samoa","Electricity - net production","2003","Kilowatt-hours, million","180.5",""
"American Samoa","Electricity - net production","2002","Kilowatt-hours, million","170.1",""
"American Samoa","Electricity - net production","2001","Kilowatt-hours, million","162.5",""
"American Samoa","Electricity - net production","2000","Kilowatt-hours, million","161",""
"American Samoa","Electricity - net production","1999","Kilowatt-hours, million","154",""
"American Samoa","Electricity - net production","1998","Kilowatt-hours, million","148",""
"American Samoa","Electricity - net production","1997","Kilowatt-hours, million","141",""
"American Samoa","Electricity - net production","1996","Kilowatt-hours, million","134",""
"American Samoa","Electricity - net production","1995","Kilowatt-hours, million","130",""
"American Samoa","Electricity - net production","1994","Kilowatt-hours, million","125",""
"American Samoa","Electricity - net production","1993","Kilowatt-hours, million","119",""
"American Samoa","Electricity - net production","1992","Kilowatt-hours, million","106",""
"American Samoa","Electricity - net production","1991","Kilowatt-hours, million","106",""
"American Samoa","Electricity - net production","1990","Kilowatt-hours, million","98",""
"Andorra","Electricity - net production","2019","Kilowatt-hours, million","111.25",""
"Andorra","Electricity - net production","2018","Kilowatt-hours, million","139.42",""
"Andorra","Electricity - net production","2017","Kilowatt-hours, million","105.62",""
"Andorra","Electricity - net production","2016","Kilowatt-hours, million","98.53",""
"Andorra","Electricity - net production","2015","Kilowatt-hours, million","99.4",""
"Andorra","Electricity - net production","2014","Kilowatt-hours, million","126.8",""
"Andorra","Electricity - net production","2013","Kilowatt-hours, million","114.7",""
"Andorra","Electricity - net production","2012","Kilowatt-hours, million","87.9",""
"Andorra","Electricity - net production","2011","Kilowatt-hours, million","91.2",""
"Andorra","Electricity - net production","2010","Kilowatt-hours, million","112.7",""
"Andorra","Electricity - net production","2009","Kilowatt-hours, million","81",""
"Andorra","Electricity - net production","2008","Kilowatt-hours, million","78.7",""
"Andorra","Electricity - net production","2007","Kilowatt-hours, million","76",""
"Andorra","Electricity - net production","2006","Kilowatt-hours, million","74",""
"Andorra","Electricity - net production","2005","Kilowatt-hours, million","85",""
"Andorra","Electricity - net production","2004","Kilowatt-hours, million","94",""
"Andorra","Electricity - net production","2003","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","2002","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","2001","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","2000","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","1999","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","1998","Kilowatt-hours, million","90",""
"Andorra","Electricity - net production","1997","Kilowatt-hours, million","100",""
"Andorra","Electricity - net production","1996","Kilowatt-hours, million","110",""
"Andorra","Electricity - net production","1995","Kilowatt-hours, million","124",""
"Andorra","Electricity - net production","1994","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1993","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1992","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1991","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1990","Kilowatt-hours, million","120","1"
"Angola","Electricity - net production","2018","Kilowatt-hours, million","11445",""
"Angola","Electricity - net production","2017","Kilowatt-hours, million","10454",""
"Angola","Electricity - net production","2016","Kilowatt-hours, million","10105",""
"Angola","Electricity - net production","2015","Kilowatt-hours, million","9524",""
"Angola","Electricity - net production","2014","Kilowatt-hours, million","9246",""
"Angola","Electricity - net production","2013","Kilowatt-hours, million","8013",""
"Angola","Electricity - net production","2012","Kilowatt-hours, million","6051",""
"Angola","Electricity - net production","2011","Kilowatt-hours, million","5512",""
"Angola","Electricity - net production","2010","Kilowatt-hours, million","5313",""
"Angola","Electricity - net production","2009","Kilowatt-hours, million","4498",""
"Angola","Electricity - net production","2008","Kilowatt-hours, million","3948",""
"Angola","Electricity - net production","2007","Kilowatt-hours, million","3056",""
"Angola","Electricity - net production","2006","Kilowatt-hours, million","3141",""
"Angola","Electricity - net production","2005","Kilowatt-hours, million","2492",""
"Angola","Electricity - net production","2004","Kilowatt-hours, million","2121",""
"Angola","Electricity - net production","2003","Kilowatt-hours, million","1889",""
"Angola","Electricity - net production","2002","Kilowatt-hours, million","1671",""
"Angola","Electricity - net production","2001","Kilowatt-hours, million","1551",""
"Angola","Electricity - net production","2000","Kilowatt-hours, million","1368",""
"Angola","Electricity - net production","1999","Kilowatt-hours, million","1265",""
"Angola","Electricity - net production","1998","Kilowatt-hours, million","1249",""
"Angola","Electricity - net production","1997","Kilowatt-hours, million","1083",""
"Angola","Electricity - net production","1996","Kilowatt-hours, million","982",""
"Angola","Electricity - net production","1995","Kilowatt-hours, million","918",""
"Angola","Electricity - net production","1994","Kilowatt-hours, million","913",""
"Angola","Electricity - net production","1993","Kilowatt-hours, million","909",""
"Angola","Electricity - net production","1992","Kilowatt-hours, million","907",""
"Angola","Electricity - net production","1991","Kilowatt-hours, million","893",""
"Angola","Electricity - net production","1990","Kilowatt-hours, million","800",""
"Anguilla","Electricity - net production","2019","Kilowatt-hours, million","92","1"
"Anguilla","Electricity - net production","2018","Kilowatt-hours, million","84","1"
"Anguilla","Electricity - net production","2017","Kilowatt-hours, million","77.3","1"
"Anguilla","Electricity - net production","2016","Kilowatt-hours, million","100.4",""
"Anguilla","Electricity - net production","2015","Kilowatt-hours, million","91.5",""
"Anguilla","Electricity - net production","2014","Kilowatt-hours, million","86.7",""
"Anguilla","Electricity - net production","2013","Kilowatt-hours, million","86.1",""
"Anguilla","Electricity - net production","2012","Kilowatt-hours, million","86.9",""
"Anguilla","Electricity - net production","2011","Kilowatt-hours, million","92.3",""
"Anguilla","Electricity - net production","2010","Kilowatt-hours, million","96.6",""
"Anguilla","Electricity - net production","2009","Kilowatt-hours, million","90",""
"Anguilla","Electricity - net production","2008","Kilowatt-hours, million","88.3",""
"Anguilla","Electricity - net production","2007","Kilowatt-hours, million","87.9",""
"Anguilla","Electricity - net production","2006","Kilowatt-hours, million","78.3",""
"Anguilla","Electricity - net production","2005","Kilowatt-hours, million","70.6",""
"Anguilla","Electricity - net production","2004","Kilowatt-hours, million","60.7",""
"Anguilla","Electricity - net production","2003","Kilowatt-hours, million","58.4",""
"Anguilla","Electricity - net production","2002","Kilowatt-hours, million","55.3",""
"Anguilla","Electricity - net production","2001","Kilowatt-hours, million","53.6",""
"Anguilla","Electricity - net production","2000","Kilowatt-hours, million","45.8",""
"Anguilla","Electricity - net production","1999","Kilowatt-hours, million","40",""
"Anguilla","Electricity - net production","1998","Kilowatt-hours, million","34.3",""
"Anguilla","Electricity - net production","1997","Kilowatt-hours, million","32",""
"Anguilla","Electricity - net production","1996","Kilowatt-hours, million","24.6",""
"Anguilla","Electricity - net production","1995","Kilowatt-hours, million","22.2",""
"Anguilla","Electricity - net production","1994","Kilowatt-hours, million","25.9",""
"Anguilla","Electricity - net production","1993","Kilowatt-hours, million","27.2",""
"Anguilla","Electricity - net production","1992","Kilowatt-hours, million","19.5",""
"Anguilla","Electricity - net production","1991","Kilowatt-hours, million","14.5",""
"Anguilla","Electricity - net production","1990","Kilowatt-hours, million","16.7",""
"Antigua and Barbuda","Electricity - net production","2019","Kilowatt-hours, million","353","1"
"Antigua and Barbuda","Electricity - net production","2018","Kilowatt-hours, million","335","1"
"Antigua and Barbuda","Electricity - net production","2017","Kilowatt-hours, million","345","1"
"Antigua and Barbuda","Electricity - net production","2016","Kilowatt-hours, million","340","1"
"Antigua and Barbuda","Electricity - net production","2015","Kilowatt-hours, million","337","1"
"Antigua and Barbuda","Electricity - net production","2014","Kilowatt-hours, million","329","1"
"Antigua and Barbuda","Electricity - net production","2013","Kilowatt-hours, million","315",""
"Antigua and Barbuda","Electricity - net production","2012","Kilowatt-hours, million","320",""
"Antigua and Barbuda","Electricity - net production","2011","Kilowatt-hours, million","328",""
"Antigua and Barbuda","Electricity - net production","2010","Kilowatt-hours, million","328.5",""
"Antigua and Barbuda","Electricity - net production","2009","Kilowatt-hours, million","320.4",""
"Antigua and Barbuda","Electricity - net production","2008","Kilowatt-hours, million","290",""
"Antigua and Barbuda","Electricity - net production","2007","Kilowatt-hours, million","279.4",""
"Antigua and Barbuda","Electricity - net production","2006","Kilowatt-hours, million","253",""
"Antigua and Barbuda","Electricity - net production","2005","Kilowatt-hours, million","238",""
"Antigua and Barbuda","Electricity - net production","2004","Kilowatt-hours, million","217",""
"Antigua and Barbuda","Electricity - net production","2003","Kilowatt-hours, million","207",""
"Antigua and Barbuda","Electricity - net production","2002","Kilowatt-hours, million","187",""
"Antigua and Barbuda","Electricity - net production","2001","Kilowatt-hours, million","168",""
"Antigua and Barbuda","Electricity - net production","2000","Kilowatt-hours, million","147",""
"Antigua and Barbuda","Electricity - net production","1999","Kilowatt-hours, million","137",""
"Antigua and Barbuda","Electricity - net production","1998","Kilowatt-hours, million","127",""
"Antigua and Barbuda","Electricity - net production","1997","Kilowatt-hours, million","117",""
"Antigua and Barbuda","Electricity - net production","1996","Kilowatt-hours, million","106",""
"Antigua and Barbuda","Electricity - net production","1995","Kilowatt-hours, million","95",""
"Antigua and Barbuda","Electricity - net production","1994","Kilowatt-hours, million","94",""
"Antigua and Barbuda","Electricity - net production","1993","Kilowatt-hours, million","92",""
"Antigua and Barbuda","Electricity - net production","1992","Kilowatt-hours, million","92",""
"Antigua and Barbuda","Electricity - net production","1991","Kilowatt-hours, million","92",""
"Antigua and Barbuda","Electricity - net production","1990","Kilowatt-hours, million","92",""
"Argentina","Electricity - net production","2019","Kilowatt-hours, million","142258",""
"Argentina","Electricity - net production","2018","Kilowatt-hours, million","148307",""
"Argentina","Electricity - net production","2017","Kilowatt-hours, million","141922",""
"Argentina","Electricity - net production","2016","Kilowatt-hours, million","142488",""
"Argentina","Electricity - net production","2015","Kilowatt-hours, million","141494",""
"Argentina","Electricity - net production","2014","Kilowatt-hours, million","134910",""
"Argentina","Electricity - net production","2013","Kilowatt-hours, million","135652",""
"Argentina","Electricity - net production","2012","Kilowatt-hours, million","131288",""
"Argentina","Electricity - net production","2011","Kilowatt-hours, million","125588",""
"Argentina","Electricity - net production","2010","Kilowatt-hours, million","121518",""
"Argentina","Electricity - net production","2009","Kilowatt-hours, million","118928",""
"Argentina","Electricity - net production","2008","Kilowatt-hours, million","118374",""
"Argentina","Electricity - net production","2007","Kilowatt-hours, million","103974",""
"Argentina","Electricity - net production","2006","Kilowatt-hours, million","111696",""
"Argentina","Electricity - net production","2005","Kilowatt-hours, million","103950",""
"Argentina","Electricity - net production","2004","Kilowatt-hours, million","97336",""
"Argentina","Electricity - net production","2003","Kilowatt-hours, million","89851",""
"Argentina","Electricity - net production","2002","Kilowatt-hours, million","82503",""
"Argentina","Electricity - net production","2001","Kilowatt-hours, million","87614",""
"Argentina","Electricity - net production","2000","Kilowatt-hours, million","86524",""
"Argentina","Electricity - net production","1999","Kilowatt-hours, million","78742",""
"Argentina","Electricity - net production","1998","Kilowatt-hours, million","72223",""
"Argentina","Electricity - net production","1997","Kilowatt-hours, million","70344",""
"Argentina","Electricity - net production","1996","Kilowatt-hours, million","67684",""
"Argentina","Electricity - net production","1995","Kilowatt-hours, million","64815",""
"Argentina","Electricity - net production","1994","Kilowatt-hours, million","63205",""
"Argentina","Electricity - net production","1993","Kilowatt-hours, million","59523",""
"Argentina","Electricity - net production","1992","Kilowatt-hours, million","54394",""
"Argentina","Electricity - net production","1991","Kilowatt-hours, million","52496",""
"Argentina","Electricity - net production","1990","Kilowatt-hours, million","49567",""
"Armenia","Electricity - net production","2018","Kilowatt-hours, million","7437.445",""
"Armenia","Electricity - net production","2017","Kilowatt-hours, million","7411.734",""
"Armenia","Electricity - net production","2016","Kilowatt-hours, million","6988",""
"Armenia","Electricity - net production","2015","Kilowatt-hours, million","7430",""
"Armenia","Electricity - net production","2014","Kilowatt-hours, million","7389",""
"Armenia","Electricity - net production","2013","Kilowatt-hours, million","7381",""
"Armenia","Electricity - net production","2012","Kilowatt-hours, million","7699",""
"Armenia","Electricity - net production","2011","Kilowatt-hours, million","7106",""
"Armenia","Electricity - net production","2010","Kilowatt-hours, million","6212",""
"Armenia","Electricity - net production","2009","Kilowatt-hours, million","5377",""
"Armenia","Electricity - net production","2008","Kilowatt-hours, million","5779",""
"Armenia","Electricity - net production","2007","Kilowatt-hours, million","5573",""
"Armenia","Electricity - net production","2006","Kilowatt-hours, million","5602",""
"Armenia","Electricity - net production","2005","Kilowatt-hours, million","5943",""
"Armenia","Electricity - net production","2004","Kilowatt-hours, million","5691",""
"Armenia","Electricity - net production","2003","Kilowatt-hours, million","5188",""
"Armenia","Electricity - net production","2002","Kilowatt-hours, million","5184",""
"Armenia","Electricity - net production","2001","Kilowatt-hours, million","5353",""
"Armenia","Electricity - net production","2000","Kilowatt-hours, million","5566",""
"Armenia","Electricity - net production","1999","Kilowatt-hours, million","5317",""
"Armenia","Electricity - net production","1998","Kilowatt-hours, million","5734",""
"Armenia","Electricity - net production","1997","Kilowatt-hours, million","5571",""
"Armenia","Electricity - net production","1996","Kilowatt-hours, million","5763",""
"Armenia","Electricity - net production","1995","Kilowatt-hours, million","5231",""
"Armenia","Electricity - net production","1994","Kilowatt-hours, million","5461",""
"Armenia","Electricity - net production","1993","Kilowatt-hours, million","6098",""
"Armenia","Electricity - net production","1992","Kilowatt-hours, million","8523",""
"Aruba","Electricity - net production","2019","Kilowatt-hours, million","987.3","1"
"Aruba","Electricity - net production","2018","Kilowatt-hours, million","982.8","1"
"Aruba","Electricity - net production","2017","Kilowatt-hours, million","978.4","1"
"Aruba","Electricity - net production","2016","Kilowatt-hours, million","946.8","1"
"Aruba","Electricity - net production","2015","Kilowatt-hours, million","931.6",""
"Aruba","Electricity - net production","2014","Kilowatt-hours, million","916.6",""
"Aruba","Electricity - net production","2013","Kilowatt-hours, million","928.1",""
"Aruba","Electricity - net production","2012","Kilowatt-hours, million","914.5",""
"Aruba","Electricity - net production","2011","Kilowatt-hours, million","930.5",""
"Aruba","Electricity - net production","2010","Kilowatt-hours, million","940.2",""
"Aruba","Electricity - net production","2009","Kilowatt-hours, million","924.3",""
"Aruba","Electricity - net production","2008","Kilowatt-hours, million","913.6",""
"Aruba","Electricity - net production","2007","Kilowatt-hours, million","936",""
"Aruba","Electricity - net production","2006","Kilowatt-hours, million","909.5",""
"Aruba","Electricity - net production","2005","Kilowatt-hours, million","910.5",""
"Aruba","Electricity - net production","2004","Kilowatt-hours, million","865.8",""
"Aruba","Electricity - net production","2003","Kilowatt-hours, million","841.8",""
"Aruba","Electricity - net production","2002","Kilowatt-hours, million","824.7",""
"Aruba","Electricity - net production","2001","Kilowatt-hours, million","808.3",""
"Aruba","Electricity - net production","2000","Kilowatt-hours, million","776.6",""
"Aruba","Electricity - net production","1999","Kilowatt-hours, million","737.8",""
"Aruba","Electricity - net production","1998","Kilowatt-hours, million","730",""
"Aruba","Electricity - net production","1997","Kilowatt-hours, million","675",""
"Aruba","Electricity - net production","1996","Kilowatt-hours, million","642",""
"Aruba","Electricity - net production","1995","Kilowatt-hours, million","616",""
"Aruba","Electricity - net production","1994","Kilowatt-hours, million","564",""
"Aruba","Electricity - net production","1993","Kilowatt-hours, million","531",""
"Aruba","Electricity - net production","1992","Kilowatt-hours, million","341",""
"Aruba","Electricity - net production","1991","Kilowatt-hours, million","339",""
"Aruba","Electricity - net production","1990","Kilowatt-hours, million","338",""
"Australia","Electricity - net production","2019","Kilowatt-hours, million","264026",""
"Australia","Electricity - net production","2018","Kilowatt-hours, million","247292",""
"Australia","Electricity - net production","2017","Kilowatt-hours, million","243517",""
"Australia","Electricity - net production","2016","Kilowatt-hours, million","243262",""
"Australia","Electricity - net production","2015","Kilowatt-hours, million","238533",""
"Australia","Electricity - net production","2014","Kilowatt-hours, million","232621",""
"Australia","Electricity - net production","2013","Kilowatt-hours, million","235522",""
"Australia","Electricity - net production","2012","Kilowatt-hours, million","236580",""
"Australia","Electricity - net production","2011","Kilowatt-hours, million","240739",""
"Australia","Electricity - net production","2010","Kilowatt-hours, million","237384",""
"Australia","Electricity - net production","2009","Kilowatt-hours, million","232688",""
"Australia","Electricity - net production","2008","Kilowatt-hours, million","228073",""
"Australia","Electricity - net production","2007","Kilowatt-hours, million","227066",""
"Australia","Electricity - net production","2006","Kilowatt-hours, million","218390",""
"Australia","Electricity - net production","2005","Kilowatt-hours, million","214526",""
"Australia","Electricity - net production","2004","Kilowatt-hours, million","210162",""
"Australia","Electricity - net production","2003","Kilowatt-hours, million","205309",""
"Australia","Electricity - net production","2002","Kilowatt-hours, million","213004",""
"Australia","Electricity - net production","2001","Kilowatt-hours, million","206772",""
"Australia","Electricity - net production","2000","Kilowatt-hours, million","195402",""
"Australia","Electricity - net production","1999","Kilowatt-hours, million","190064",""
"Australia","Electricity - net production","1998","Kilowatt-hours, million","183015",""
"Australia","Electricity - net production","1997","Kilowatt-hours, million","171912",""
"Australia","Electricity - net production","1996","Kilowatt-hours, million","166640",""
"Australia","Electricity - net production","1995","Kilowatt-hours, million","162402",""
"Australia","Electricity - net production","1994","Kilowatt-hours, million","157232",""
"Australia","Electricity - net production","1993","Kilowatt-hours, million","153420",""
"Australia","Electricity - net production","1992","Kilowatt-hours, million","149306",""
"Australia","Electricity - net production","1991","Kilowatt-hours, million","147121",""
"Australia","Electricity - net production","1990","Kilowatt-hours, million","144926",""
"Austria","Electricity - net production","2019","Kilowatt-hours, million","74234",""
"Austria","Electricity - net production","2018","Kilowatt-hours, million","65120",""
"Austria","Electricity - net production","2017","Kilowatt-hours, million","67912",""
"Austria","Electricity - net production","2016","Kilowatt-hours, million","64861",""
"Austria","Electricity - net production","2015","Kilowatt-hours, million","61957",""
"Austria","Electricity - net production","2014","Kilowatt-hours, million","62238",""
"Austria","Electricity - net production","2013","Kilowatt-hours, million","65300",""
"Austria","Electricity - net production","2012","Kilowatt-hours, million","69315",""
"Austria","Electricity - net production","2011","Kilowatt-hours, million","62492",""
"Austria","Electricity - net production","2010","Kilowatt-hours, million","67609",""
"Austria","Electricity - net production","2009","Kilowatt-hours, million","66032",""
"Austria","Electricity - net production","2008","Kilowatt-hours, million","63589",""
"Austria","Electricity - net production","2007","Kilowatt-hours, million","61811",""
"Austria","Electricity - net production","2006","Kilowatt-hours, million","61228",""
"Austria","Electricity - net production","2005","Kilowatt-hours, million","63672",""
"Austria","Electricity - net production","2004","Kilowatt-hours, million","61387",""
"Austria","Electricity - net production","2003","Kilowatt-hours, million","57413",""
"Austria","Electricity - net production","2002","Kilowatt-hours, million","59937",""
"Austria","Electricity - net production","2001","Kilowatt-hours, million","60111",""
"Austria","Electricity - net production","2000","Kilowatt-hours, million","59054",""
"Austria","Electricity - net production","1999","Kilowatt-hours, million","58550",""
"Austria","Electricity - net production","1998","Kilowatt-hours, million","55511",""
"Austria","Electricity - net production","1997","Kilowatt-hours, million","55142",""
"Austria","Electricity - net production","1996","Kilowatt-hours, million","53155",""
"Austria","Electricity - net production","1995","Kilowatt-hours, million","54943",""
"Austria","Electricity - net production","1994","Kilowatt-hours, million","51992",""
"Austria","Electricity - net production","1993","Kilowatt-hours, million","51184",""
"Austria","Electricity - net production","1992","Kilowatt-hours, million","49372",""
"Austria","Electricity - net production","1991","Kilowatt-hours, million","49499",""
"Austria","Electricity - net production","1990","Kilowatt-hours, million","48376",""
"Azerbaijan","Electricity - net production","2018","Kilowatt-hours, million","24360.5",""
"Azerbaijan","Electricity - net production","2017","Kilowatt-hours, million","23443.6",""
"Azerbaijan","Electricity - net production","2016","Kilowatt-hours, million","24035",""
"Azerbaijan","Electricity - net production","2015","Kilowatt-hours, million","23706",""
"Azerbaijan","Electricity - net production","2014","Kilowatt-hours, million","23730",""
"Azerbaijan","Electricity - net production","2013","Kilowatt-hours, million","22393",""
"Azerbaijan","Electricity - net production","2012","Kilowatt-hours, million","22011",""
"Azerbaijan","Electricity - net production","2011","Kilowatt-hours, million","19347",""
"Azerbaijan","Electricity - net production","2010","Kilowatt-hours, million","17735",""
"Azerbaijan","Electricity - net production","2009","Kilowatt-hours, million","17908",""
"Azerbaijan","Electricity - net production","2008","Kilowatt-hours, million","20519",""
"Azerbaijan","Electricity - net production","2007","Kilowatt-hours, million","20668",""
"Azerbaijan","Electricity - net production","2006","Kilowatt-hours, million","23501",""
"Azerbaijan","Electricity - net production","2005","Kilowatt-hours, million","21868",""
"Azerbaijan","Electricity - net production","2004","Kilowatt-hours, million","20751",""
"Azerbaijan","Electricity - net production","2003","Kilowatt-hours, million","20302",""
